row_id,row_type,bone,cube_id,cube_index,parent_bone,Mustang origin,Mustang size,Mustang inflate,Mustang pivot,Mustang rotation,Ardennes origin,Ardennes size,Ardennes inflate,Ardennes pivot,Ardennes rotation,Kladruber origin,Kladruber size,Kladruber inflate,Kladruber pivot,Kladruber rotation,Fjord origin,Fjord size,Fjord inflate,Fjord pivot,Fjord rotation,Thoroughbred origin,Thoroughbred size,Thoroughbred inflate,Thoroughbred pivot,Thoroughbred rotation,Friesian origin,Friesian size,Friesian inflate,Friesian pivot,Friesian rotation,Irish Cob origin,Irish Cob size,Irish Cob inflate,Irish Cob pivot,Irish Cob rotation,American Quarter origin,American Quarter size,American Quarter inflate,American Quarter pivot,American Quarter rotation,Percheron origin,Percheron size,Percheron inflate,Percheron pivot,Percheron rotation,Selle Francais origin,Selle Francais size,Selle Francais inflate,Selle Francais pivot,Selle Francais rotation,Marwari origin,Marwari size,Marwari inflate,Marwari pivot,Marwari rotation,Mongolian origin,Mongolian size,Mongolian inflate,Mongolian pivot,Mongolian rotation,Shire origin,Shire size,Shire inflate,Shire pivot,Shire rotation,Akhal-Teke origin,Akhal-Teke size,Akhal-Teke inflate,Akhal-Teke pivot,Akhal-Teke rotation,American Soldier origin,American Soldier size,American Soldier inflate,American Soldier pivot,American Soldier rotation,Welsh origin,Welsh size,Welsh inflate,Welsh pivot,Welsh rotation,Connemara origin,Connemara size,Connemara inflate,Connemara pivot,Connemara rotation,Haflinger origin,Haflinger size,Haflinger inflate,Haflinger pivot,Haflinger rotation,Oldenburger origin,Oldenburger size,Oldenburger inflate,Oldenburger pivot,Oldenburger rotation,Shetland origin,Shetland size,Shetland inflate,Shetland pivot,Shetland rotation,Standardbred origin,Standardbred size,Standardbred inflate,Standardbred pivot,Standardbred rotation,Trakehner origin,Trakehner size,Trakehner inflate,Trakehner pivot,Trakehner rotation,Boulonnais origin,Boulonnais size,Boulonnais inflate,Boulonnais pivot,Boulonnais rotation
saddle_c3,cube,saddle,saddle_c3,3,saddle,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-7.15294, 19.21686, -6.40562]","[14.30588, 7.47322, 5.33802]",0,,,"[-6.29194, 15.95372, -5.63457]","[12.58388, 6.57367, 4.69548]",0,,,"[-7.2854, 19.57273, -6.52424]","[14.5708, 7.61161, 5.43687]",0,,,"[-7.2854, 20.67273, -6.52424]","[14.5708, 7.61161, 5.43687]",0,,,"[-6.62309, 16.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-7.92784, 20.91869, -7.09956]","[15.85568, 8.66282, 5.9163]",0,,,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-5.96078, 15.11405, -5.33802]","[11.92156, 6.22769, 4.44835]",0,,,"[-7.94771, 22.55207, -7.11736]","[15.89542, 8.30358, 5.93114]",0,,,"[-6.92113, 18.59409, -6.19803]","[13.84226, 7.23103, 5.16503]",0,,,"[-7.94771, 20.35207, -7.11736]","[15.89542, 8.30358, 5.93114]",0,,,"[-5.29847, 13.23471, -4.7449]","[10.59694, 5.53572, 3.95408]",0,,,"[-5.29847, 14.23471, -4.7449]","[10.59694, 5.53572, 3.95409]",0,,,"[-6.29194, 16.90372, -5.63457]","[12.58387, 6.57367, 4.69548]",0,,,"[-6.95424, 18.68306, -6.22769]","[13.90849, 7.26563, 5.18974]",0,,,"[-4.47059, 11.11054, -4.00351]","[8.94118, 4.67077, 3.33626]",0,,,"[-6.62309, 18.39339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-6.62309, 17.79339, -5.93113]","[13.24618, 6.91965, 4.94261]",0,,,"[-7.2854, 18.57273, -6.52424]","[14.5708, 7.61162, 5.43687]",0,,
saddle_c4,cube,saddle,saddle_c4,4,saddle,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.72591, 21.35206, -7.47322]","[13.45182, 8.6476, 2.1352]",0,,,"[-5.91631, 17.83191, -6.57367]","[11.83262, 7.60668, 1.87819]",0,,,"[-6.85046, 21.74747, -7.61161]","[13.70092, 8.80774, 2.17474]",0,,,"[-6.85046, 22.84747, -7.61161]","[13.70092, 8.80774, 2.17474]",0,,,"[-6.22769, 18.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-7.45455, 23.2852, -8.28282]","[14.9091, 9.96442, 2.36651]",0,,,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-5.60492, 16.89339, -6.22768]","[11.20984, 7.20632, 1.77933]",0,,,"[-7.47323, 24.92452, -8.30358]","[14.94646, 9.60843, 2.37245]",0,,,"[-6.50794, 20.6601, -7.23103]","[13.01588, 8.36735, 2.066]",0,,,"[-7.47323, 22.72452, -8.30358]","[14.94646, 9.60843, 2.37245]",0,,,"[-4.98215, 14.81634, -5.53572]","[9.9643, 6.40563, 1.58163]",0,,,"[-4.98215, 15.81634, -5.53572]","[9.9643, 6.40562, 1.58163]",0,,,"[-5.91631, 18.78191, -6.57367]","[11.83261, 7.60668, 1.87819]",0,,,"[-6.53907, 20.75895, -7.26563]","[13.07815, 8.40738, 2.07589]",0,,,"[-4.20369, 12.44504, -4.67077]","[8.40739, 5.40475, 1.3345]",0,,,"[-6.22769, 20.37043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.22769, 19.77043, -6.91965]","[12.45538, 8.00703, 1.97704]",0,,,"[-6.85046, 20.74747, -7.61161]","[13.70092, 8.80773, 2.17474]",0,,
saddle_c5,cube,saddle,saddle_c5,5,saddle,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-7.15294, 14.94644, -5.87182]","[14.30588, 4.27042, 3.20282]",0,,,"[-6.29194, 12.19734, -5.16503]","[12.58388, 3.75638, 2.8173]",0,,,"[-7.2854, 15.22323, -5.98056]","[14.5708, 4.3495, 3.26213]",0,,,"[-7.2854, 16.32323, -5.98056]","[14.5708, 4.3495, 3.26213]",0,,,"[-6.62309, 12.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-7.92784, 16.18564, -6.50794]","[15.85568, 5.11305, 3.54979]",0,,,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-5.96078, 11.55537, -4.89318]","[11.92156, 3.55868, 2.66901]",0,,,"[-7.94771, 17.80716, -6.52424]","[15.89542, 4.74491, 3.55868]",0,,,"[-6.92113, 14.46207, -5.68153]","[13.84226, 4.13202, 3.09902]",0,,,"[-7.94771, 15.60716, -6.52424]","[15.89542, 4.74491, 3.55868]",0,,,"[-5.29847, 10.07144, -4.3495]","[10.59694, 3.16327, 2.37246]",0,,,"[-5.29847, 11.07144, -4.3495]","[10.59694, 3.16327, 2.37246]",0,,,"[-6.29194, 13.14734, -5.16503]","[12.58387, 3.75639, 2.81729]",0,,,"[-6.95424, 14.53127, -5.70871]","[13.90849, 4.15179, 3.11385]",0,,,"[-4.47059, 8.44152, -3.66988]","[8.94118, 2.66901, 2.00176]",0,,,"[-6.62309, 14.4393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-6.62309, 13.8393, -5.43687]","[13.24618, 3.95409, 2.96557]",0,,,"[-7.2854, 14.22323, -5.98056]","[14.5708, 4.3495, 3.26213]",0,,
saddle_c6,cube,saddle,saddle_c6,6,saddle,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.17436, 29.99966, -7.47322]","[2.34872, 2.45548, 2.1352]",0,,,"[-1.033, 25.43859, -6.57367]","[2.066, 2.15992, 1.87819]",0,,,"[-1.19611, 30.55521, -7.61161]","[2.39222, 2.50096, 2.17474]",0,,,"[-1.19611, 31.65521, -7.61161]","[2.39222, 2.50096, 2.17474]",0,,,"[-1.08737, 26.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.30159, 32.86962, -8.28282]","[2.60318, 3.1015, 2.36651]",0,,,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-0.97863, 24.09971, -6.22768]","[1.95726, 2.04624, 1.77933]",0,,,"[-1.30484, 34.53295, -8.30358]","[2.60968, 2.72832, 2.37245]",0,,,"[-1.1363, 29.02745, -7.23103]","[2.2726, 2.37591, 2.066]",0,,,"[-1.30484, 32.33295, -8.30358]","[2.60968, 2.72832, 2.37245]",0,,,"[-0.8699, 21.22197, -5.53572]","[1.7398, 1.81888, 1.58163]",0,,,"[-0.8699, 22.22197, -5.53572]","[1.73979, 1.81888, 1.58163]",0,,,"[-1.033, 26.38859, -6.57367]","[2.066, 2.15992, 1.87819]",0,,,"[-1.14174, 29.16633, -7.26563]","[2.28348, 2.38728, 2.07589]",0,,,"[-0.73398, 17.84979, -4.67077]","[1.46795, 1.53468, 1.3345]",0,,,"[-1.08737, 28.37746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.08737, 27.77746, -6.91965]","[2.17474, 2.2736, 1.97704]",0,,,"[-1.19611, 29.55521, -7.61161]","[2.39221, 2.50096, 2.17474]",0,,
saddlebags,bone,saddlebags,,,body_piv,,,,"[0, 22.736, 6.91966]",,,,,"[0, 22.736, 6.91966]",,,,,"[0, 24.33888, 7.47323]",,,,,"[0, 20.6492, 6.57368]",,,,,"[0, 25.0096, 7.61163]",,,,,"[0, 26.1096, 7.61163]",,,,,"[0, 21.736, 6.91966]",,,,,"[0, 22.736, 6.91966]",,,,,"[0, 27.21499, 8.28283]",,,,,"[0, 22.736, 6.91966]",,,,,"[0, 22.736, 6.91966]",,,,,"[0, 19.5624, 6.22769]",,,,,"[0, 28.4832, 8.30359]",,,,,"[0, 23.75912, 7.23105]",,,,,"[0, 26.2832, 8.30359]",,,,,"[0, 17.1888, 5.53573]",,,,,"[0, 18.1888, 5.53573]",,,,,"[0, 21.5992, 6.57368]",,,,,"[0, 23.8728, 7.26564]",,,,,"[0, 14.4468, 4.67078]",,,,,"[0, 23.336, 6.91966]",,,,,"[0, 22.736, 6.91966]",,,,,"[0, 24.0096, 7.61163]",
saddlebags_c1,cube,saddlebags,saddlebags_c1,1,saddlebags,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-8.32731, 21.13606, 4.27042]","[16.65462, 6.40562, 6.40562]",0,,,"[-7.32495, 17.83191, 3.75639]","[14.6499, 5.63457, 5.63457]",0,,,"[-8.48152, 21.74747, 4.3495]","[16.96304, 6.52425, 6.52424]",0,,,"[-8.48152, 22.84747, 4.3495]","[16.96304, 6.52425, 6.52424]",0,,,"[-7.71047, 18.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-9.22943, 23.2852, 4.73304]","[18.45886, 7.47957, 7.09957]",0,,,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-6.93942, 16.89339, 3.55868]","[13.87884, 5.33801, 5.33802]",0,,,"[-9.25256, 24.92452, 4.74491]","[18.50512, 7.11735, 7.11735]",0,,,"[-8.05744, 20.6601, 4.13202]","[16.11488, 6.19803, 6.19803]",0,,,"[-9.25256, 22.72452, 4.74491]","[18.50512, 7.11735, 7.11735]",0,,,"[-6.16838, 14.81634, 3.16327]","[12.33676, 4.74491, 4.74491]",0,,,"[-6.16838, 15.81634, 3.16327]","[12.33675, 4.7449, 4.7449]",0,,,"[-7.32495, 18.78191, 3.75639]","[14.64989, 5.63457, 5.63457]",0,,,"[-8.09599, 20.75895, 4.15179]","[16.19199, 6.22769, 6.22769]",0,,,"[-5.20456, 12.44504, 2.66901]","[10.40913, 4.00351, 4.00352]",0,,,"[-7.71047, 20.37043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-7.71047, 19.77043, 3.95409]","[15.42094, 5.93113, 5.93113]",0,,,"[-8.48152, 20.74747, 4.3495]","[16.96303, 6.52424, 6.52424]",0,,
body_armor,bone,body_armor,,,body_piv,,,,"[0, 17.79339, 0]",,,,,"[0, 17.79339, 0]",,,,,"[0, 19.21686, 0]",,,,,"[0, 15.95372, 0]",,,,,"[0, 19.57273, 0]",,,,,"[0, 20.67273, 0]",,,,,"[0, 16.79339, 0]",,,,,"[0, 17.79339, 0]",,,,,"[0, 21.29869, 0]",,,,,"[0, 17.79339, 0]",,,,,"[0, 17.79339, 0]",,,,,"[0, 15.11405, 0]",,,,,"[0, 22.55207, 0]",,,,,"[0, 18.59409, 0]",,,,,"[0, 20.35207, 0]",,,,,"[0, 13.23471, 0]",,,,,"[0, 14.23471, 0]",,,,,"[0, 16.90372, 0]",,,,,"[0, 18.68306, 0]",,,,,"[0, 11.11054, 0]",,,,,"[0, 18.39339, 0]",,,,,"[0, 17.79339, 0]",,,,,"[0, 18.57273, 0]",
body_armor_c1,cube,body_armor,body_armor_c1,1,body_armor,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.61914, 11.74364, -16.01405]","[13.23828, 17.18842, 10.67603]",0,,,"[-5.82239, 9.38005, -14.08643]","[11.64478, 15.11944, 9.39095]",0,,,"[-6.74171, 11.96111, -16.3106]","[13.48342, 17.50672, 10.87373]",0,,,"[-6.74171, 13.06111, -16.3106]","[13.48342, 17.50672, 10.87373]",0,,,"[-6.12883, 9.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-7.33621, 12.63586, -17.7489]","[14.67242, 19.4305, 11.83259]",0,,,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-5.51595, 8.88637, -13.34504]","[11.0319, 14.32368, 8.89669]",0,,,"[-7.3546, 14.24849, -17.79338]","[14.7092, 19.09824, 11.86225]",0,,,"[-6.40462, 11.36305, -15.49507]","[12.80924, 16.63139, 10.33004]",0,,,"[-7.3546, 12.04849, -17.79338]","[14.7092, 19.09824, 11.86225]",0,,,"[-4.90306, 7.69899, -11.86226]","[9.80612, 12.73216, 7.90817]",0,,,"[-4.90306, 8.69899, -11.86226]","[9.80613, 12.73216, 7.90817]",0,,,"[-5.82239, 10.33005, -14.08643]","[11.64478, 15.11944, 9.39095]",0,,,"[-6.43527, 11.41743, -15.56921]","[12.87054, 16.71096, 10.37947]",0,,,"[-4.13696, 6.43978, -10.00877]","[8.27392, 10.74276, 6.67251]",0,,,"[-6.12883, 11.47374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.12883, 10.87374, -14.82782]","[12.25766, 15.9152, 9.88521]",0,,,"[-6.74171, 10.96111, -16.3106]","[13.48343, 17.50672, 10.87373]",0,,
body_armor_c2,cube,body_armor,body_armor_c2,2,body_armor,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.61914, 11.74364, 4.25802]","[13.23828, 17.18842, 11.86279]",0,,,"[-5.82239, 9.38005, 3.74548]","[11.64478, 15.11944, 10.43487]",0,,,"[-6.74171, 11.96111, 4.33687]","[13.48342, 17.50672, 12.08248]",0,,,"[-6.74171, 13.06111, 4.33687]","[13.48342, 17.50672, 12.08248]",0,,,"[-6.12883, 9.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-7.33621, 12.63586, 4.71931]","[14.67242, 19.4305, 13.14793]",0,,,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-5.51595, 8.88637, 3.54835]","[11.0319, 14.32368, 9.88566]",0,,,"[-7.3546, 14.24849, 4.73113]","[14.7092, 19.09824, 13.18089]",0,,,"[-6.40462, 11.36305, 4.12003]","[12.80924, 16.63139, 11.47835]",0,,,"[-7.3546, 12.04849, 4.73113]","[14.7092, 19.09824, 13.18089]",0,,,"[-4.90306, 7.69899, 3.15409]","[9.80612, 12.73216, 8.78725]",0,,,"[-4.90306, 8.69899, 3.15409]","[9.80613, 12.73216, 8.78726]",0,,,"[-5.82239, 10.33005, 3.74548]","[11.64478, 15.11944, 10.43487]",0,,,"[-6.43527, 11.41743, 4.13974]","[12.87054, 16.71096, 11.53327]",0,,,"[-4.13696, 6.43978, 2.66126]","[8.27392, 10.74276, 7.41425]",0,,,"[-6.12883, 11.47374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.12883, 10.87374, 3.94261]","[12.25766, 15.9152, 10.98407]",0,,,"[-6.74171, 10.96111, 4.33687]","[13.48343, 17.50672, 12.08248]",0,,
blanket,bone,blanket,,,body_armor,,,,"[0, 23.72452, 0]",,,,,"[0, 23.72452, 0]",,,,,"[0, 25.62248, 0]",,,,,"[0, 21.58829, 0]",,,,,"[0, 26.09697, 0]",,,,,"[0, 27.19697, 0]",,,,,"[0, 22.72452, 0]",,,,,"[0, 23.72452, 0]",,,,,"[0, 28.39826, 0]",,,,,"[0, 23.72452, 0]",,,,,"[0, 23.72452, 0]",,,,,"[0, 20.45207, 0]",,,,,"[0, 29.66942, 0]",,,,,"[0, 24.79212, 0]",,,,,"[0, 27.46942, 0]",,,,,"[0, 17.97962, 0]",,,,,"[0, 18.97962, 0]",,,,,"[0, 22.53829, 0]",,,,,"[0, 24.91075, 0]",,,,,"[0, 15.11405, 0]",,,,,"[0, 24.32452, 0]",,,,,"[0, 23.72452, 0]",,,,,"[0, 25.09697, 0]",
blanket_c1,cube,blanket,blanket_c1,1,blanket,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.87182, 7.47322, -6.40562]","[11.74364, 21.35207, 12.81124]",0,,,"[-5.16503, 5.62367, -5.63457]","[10.33006, 18.78191, 11.26914]",0,,,"[-5.98056, 7.61162, -6.52424]","[11.96112, 21.74747, 13.04848]",0,,,"[-5.98056, 8.71162, -6.52424]","[11.96112, 21.74747, 13.04848]",0,,,"[-5.43687, 5.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-6.50794, 7.90282, -7.09956]","[13.01588, 24.04521, 14.19912]",0,,,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-4.89318, 5.32769, -5.33802]","[9.78636, 17.79338, 10.67604]",0,,,"[-6.52424, 9.50358, -7.11736]","[13.04848, 23.72452, 14.23472]",0,,,"[-5.68153, 7.23104, -6.19803]","[11.36306, 20.6601, 12.39606]",0,,,"[-6.52424, 7.30358, -7.11736]","[13.04848, 23.72452, 14.23472]",0,,,"[-4.3495, 4.53572, -4.7449]","[8.699, 15.81634, 9.4898]",0,,,"[-4.3495, 5.53572, -4.7449]","[8.69899, 15.81634, 9.48981]",0,,,"[-5.16503, 6.57367, -5.63457]","[10.33005, 18.78191, 11.26915]",0,,,"[-5.70871, 7.26563, -6.22769]","[11.41743, 20.75895, 12.45537]",0,,,"[-3.66988, 3.77077, -4.00351]","[7.33977, 13.34504, 8.00703]",0,,,"[-5.43687, 7.51965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.43687, 6.91965, -5.93113]","[10.87374, 19.77043, 11.86226]",0,,,"[-5.98056, 6.61162, -6.52424]","[11.96111, 21.74747, 13.04849]",0,,
front_right_leg,bone,front_right_leg,,,body,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-3.2028, 16.01405, -11.47674]",,,,,"[-2.81728, 14.08643, -10.09528]",,,,,"[-3.26212, 16.3106, -11.68927]",,,,,"[-3.26212, 16.3106, -11.68927]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-3.54978, 17.7489, -12.72005]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-2.669, 13.34504, -9.56395]",,,,,"[-3.55867, 17.79338, -12.75193]",,,,,"[-3.09901, 15.49507, -11.10481]",,,,,"[-3.55867, 17.79338, -12.75193]",,,,,"[-2.37245, 11.86226, -8.50129]",,,,,"[-2.37245, 11.86226, -8.50129]",,,,,"[-2.81728, 14.08643, -10.09528]",,,,,"[-3.11384, 15.56921, -11.15794]",,,,,"[-2.00175, 8.20877, -7.17296]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-2.96556, 14.82782, -10.62661]",,,,,"[-3.26212, 16.3106, -11.68927]",
front_right_leg_c1,cube,front_right_leg,front_right_leg_c1,1,front_right_leg,"[-4.94261, 8.89669, -12.85078]","[3.95409, 7.90818, 4.44835]",0,,,"[-4.94261, 8.89669, -13.05078]","[4.35409, 7.90818, 4.84835]",0,,,"[-5.23802, 9.60843, -13.67884]","[4.07042, 8.54083, 4.60422]",0,,,"[-4.69548, 8.45186, -12.20824]","[3.75639, 7.51277, 4.22593]",0,,,"[-5.32687, 9.78636, -14.13586]","[4.1295, 8.699, 4.67319]",0,,,"[-5.43687, 9.78636, -14.13586]","[4.4595, 10.349, 5.00319]",0,,,"[-4.94261, 8.89669, -12.85078]","[4.15409, 7.90818, 4.64835]",0,,,"[-4.94261, 8.89669, -12.85078]","[3.85409, 7.90818, 4.34835]",0,,,"[-5.91631, 10.64934, -15.38238]","[4.92305, 9.46609, 5.51467]",0,,,"[-4.94261, 8.89669, -12.85078]","[3.85409, 7.90818, 4.34835]",0,,,"[-4.84261, 8.89669, -12.55078]","[3.75409, 7.90818, 4.14835]",0,,,"[-4.44835, 8.00702, -11.5657]","[3.55868, 7.11736, 4.00351]",0,,,"[-5.93113, 10.67603, -15.62094]","[4.94491, 10.68981, 5.53802]",0,,,"[-4.96053, 9.29704, -13.22907]","[3.72303, 8.26405, 4.23953]",0,,,"[-5.93113, 10.67603, -15.72094]","[5.04491, 9.48981, 5.63802]",0,,,"[-3.85409, 7.11735, -9.88062]","[2.96327, 6.32655, 3.15868]",0,,,"[-3.87409, 7.11735, -10.12062]","[3.00327, 6.32654, 3.39868]",0,,,"[-4.59548, 8.45186, -11.90824]","[3.55639, 7.51277, 3.92593]",0,,,"[-5.08474, 9.34152, -13.17832]","[3.94179, 8.30359, 4.35577]",0,,,"[-3.42626, 6.00527, -8.85427]","[2.84901, 5.33802, 3.18263]",0,,,"[-4.84261, 8.89669, -12.55078]","[3.75409, 8.90818, 4.14835]",0,,,"[-4.84261, 8.89669, -12.55078]","[3.75409, 7.90818, 4.14835]",0,,,"[-5.63687, 9.78636, -14.63586]","[4.7495, 8.699, 5.39318]",0,,
front_right_calf,bone,front_right_calf,,,front_right_leg,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-3.2028, 10.14224, -11.47674]",,,,,"[-2.81728, 8.92141, -10.09528]",,,,,"[-3.26212, 10.33006, -11.68927]",,,,,"[-3.26212, 10.33006, -11.68927]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-3.54978, 11.24098, -12.72005]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-2.669, 8.45186, -9.56395]",,,,,"[-3.55867, 11.26915, -12.75193]",,,,,"[-3.09901, 9.81356, -11.10481]",,,,,"[-3.55867, 11.26915, -12.75193]",,,,,"[-2.37245, 7.51277, -8.50129]",,,,,"[-2.37245, 7.51277, -8.50129]",,,,,"[-2.81728, 8.92141, -10.09528]",,,,,"[-3.11384, 9.86051, -11.15794]",,,,,"[-2.00175, 6.3389, -7.17296]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-2.96556, 9.39096, -10.62661]",,,,,"[-3.26212, 10.33006, -11.68927]",
front_right_calf_c1,cube,front_right_calf,front_right_calf_c1,1,front_right_calf,"[-4.44835, 1.97704, -12.35652]","[2.96557, 8.8967, 3.45983]",0,,,"[-4.44835, 1.97704, -12.55652]","[3.36557, 8.8967, 3.85983]",0,,,"[-4.70422, 2.1352, -13.14504]","[3.00282, 9.60844, 3.53661]",0,,,"[-4.22593, 1.87819, -11.73869]","[2.81729, 8.45186, 3.28683]",0,,,"[-4.78319, 2.17474, -13.59217]","[3.04213, 9.78637, 3.58581]",0,,,"[-4.89319, 2.17474, -13.59217]","[3.37213, 9.78637, 3.91581]",0,,,"[-4.44835, 1.97704, -12.35652]","[3.16557, 8.8967, 3.65983]",0,,,"[-4.44835, 1.97704, -12.35652]","[2.86557, 8.8967, 3.35983]",0,,,"[-5.32467, 2.36652, -14.79076]","[3.73978, 10.64934, 4.33142]",0,,,"[-4.44835, 1.97704, -12.35652]","[2.86557, 8.8967, 3.35983]",0,,,"[-4.34835, 1.97704, -12.05652]","[2.76557, 8.8967, 3.15983]",0,,,"[-4.00352, 1.77934, -11.12087]","[2.66902, 8.00703, 3.11385]",0,,,"[-5.33802, 2.37245, -15.02782]","[3.75868, 10.67604, 4.35179]",0,,,"[-4.44403, 2.066, -12.71256]","[2.69002, 9.29705, 3.20652]",0,,,"[-5.33802, 2.37245, -15.12782]","[3.85868, 10.67604, 4.45179]",0,,,"[-3.45868, 1.58163, -9.48522]","[2.17246, 7.11736, 2.36787]",0,,,"[-3.47868, 1.58163, -9.72522]","[2.21246, 7.11736, 2.60786]",0,,,"[-4.12593, 1.87819, -11.43869]","[2.61729, 8.45187, 2.98684]",0,,,"[-4.56577, 2.07589, -12.65935]","[2.90385, 9.34154, 3.31782]",0,,,"[-3.09263, 1.3345, -8.52065]","[2.18176, 6.00528, 2.51538]",0,,,"[-4.34835, 1.97704, -12.05652]","[2.76557, 8.8967, 3.15983]",0,,,"[-4.34835, 1.97704, -12.05652]","[2.76557, 8.8967, 3.15983]",0,,,"[-5.09318, 2.17474, -14.09217]","[3.66213, 9.78637, 4.30581]",0,,
